STATE,COUNTY,Cardiovascular diseases,Chronic respiratory diseases,HIV/AIDS and tuberculosis,Nutritional deficiencies,Age, Civilian_labor_force_2014 , Employed_2014 , Unemployed_2014 ,Unemployment_rate_2014,Crime_Count,Crime_rate
Alabama,Autauga,316.3565268000001,81.79425932,2.304966596,2.603192195,75.66802311,"25,602","24,107","1,495",5.8,3552,6507.9975810000005
Alabama,Baldwin,272.036935,54.27857881,2.012194938,1.286499806,78.07568073,"86,415","81,115","5,300",6.1,8884,4601.130084
Alabama,Barbour,255.09489680000004,69.81735174,4.446570697,2.098992721,75.42168312,"8,848","7,916",932,10.5,1516,6026.874453
Alabama,Bibb,378.0906809,84.49397408,1.5067029369999998,2.632926709,73.96740422,"8,562","7,945",617,7.2,501,2365.997639
Alabama,Blount,307.89952719999997,87.05122078,1.3124145870000001,1.926750072,76.16445162,"24,535","23,032","1,503",6.1,2797,4819.339387
Alabama,Bullock,322.5625141000001,51.49180532,4.448607496,2.917065857,73.85905748,"4,733","4,315",418,8.8,419,3958.0578119999996
Alabama,Butler,382.55234889999997,75.08567343,3.679589933,1.854389635,73.39030249,"9,272","8,480",792,8.5,1496,7438.715131
Alabama,Calhoun,368.2451226,87.32155194,2.1021172669999997,2.0906031130000002,74.02281022,"47,257","43,484","3,773",8.0,9261,7957.484469
Alabama,Chambers,326.3279717,84.00003163,3.84863305,2.5354589180000002,74.06034174,"15,307","14,282","1,025",6.7,2797,8179.558415
Alabama,Cherokee,301.0726053,93.04178949,1.19383589,1.60790169,75.0811087,"11,390","10,729",661,5.8,1700,6469.2899
Alabama,Chilton,351.6980091,88.02436187,1.3164319279999999,2.299903172,74.52738607,"19,102","17,906","1,196",6.3,2953,6721.445804999999
Alabama,Choctaw,356.80701380000005,60.18855077,2.447496058,1.5681424830000001,75.28906806,"4,495","4,090",405,9.0,201,1584.049176
Alabama,Clarke,313.4016848,69.29527731,2.383317775,1.5804338,75.46213234,"8,157","7,164",993,12.2,1088,4397.914225
Alabama,Clay,390.36892939999996,76.28496164,1.3600641519999999,1.9793912790000001,75.05595391,"5,513","5,119",394,7.1,298,2224.54464
Alabama,Cleburne,360.1816298,92.84342299,1.159863007,2.18522135,74.29716905,"5,855","5,469",386,6.6,675,4497.301619
Alabama,Coffee,310.92811780000005,79.42384079,1.968962585,1.487829684,76.48068444,"20,235","18,892","1,343",6.6,2928,5723.221267
Alabama,Colbert,308.3167841,80.43116974,1.423391997,2.081267696,75.07178963,"24,036","22,043","1,993",8.3,4725,8660.825573999999
Alabama,Conecuh,349.7845376,76.4043071,4.136761817,1.65908556,74.05050259,"4,718","4,231",487,10.3,719,5873.22333
Alabama,Coosa,301.934496,78.66571899,1.897972449,2.7691947630000002,75.18827303,"4,469","4,075",394,8.8,497,4828.0551780000005
Alabama,Covington,318.85659510000005,74.46935525,2.252822685,1.0831832479999999,75.15398585,"15,915","14,679","1,236",7.8,1746,4662.714309
Alabama,Crenshaw,313.717931,107.9114362,3.2820144119999997,1.8796970990000001,74.06851014,"6,301","5,864",437,6.9,570,4223.160702
Alabama,Cullman,350.9741932,89.77804404,1.24402591,1.925291545,75.30541456,"35,929","33,751","2,178",6.1,3907,4826.4360719999995
Alabama,Dale,291.5507021,84.85451241,2.297544916,1.514325055,76.25515737,"20,323","18,885","1,438",7.1,3369,6765.060240999999
Alabama,Dallas,412.97769910000005,65.59020127,5.3752004079999995,2.981327252,72.38922648,"16,008","14,209","1,799",11.2,5787,13920.092369999998
Alabama,Elmore,277.36479429999997,91.25148485,2.344332732,2.732107203,75.93431563,"36,557","34,469","2,088",5.7,4808,5913.753659
Alabama,Escambia,350.49193080000015,67.62916114,3.186476781,1.6955611019999999,74.15178481,"14,369","13,220","1,149",8.0,1850,4878.306041
Alabama,Etowah,356.7112565,97.44109209,1.706381991,1.832055939,73.85404427,"43,735","40,655","3,080",7.0,9496,9143.869582
Alabama,Fayette,326.55803149999997,86.0715675,1.597444708,1.556584191,73.98258812,"6,351","5,853",498,7.8,472,2803.682804
Alabama,Franklin,375.7631148,104.3217139,1.42400368,2.233441925,73.30726919,"13,718","12,658","1,060",7.7,1772,5626.289887
Alabama,Geneva,330.37836569999996,78.80285935,1.851007149,1.0773664490000001,75.54368311,"10,796","10,075",721,6.7,1285,4807.872189
Alabama,Greene,304.93847139999997,57.37615375,3.8296200039999997,2.302856771,74.05096141,"2,986","2,614",372,12.5,525,6500.742942
Alabama,Hale,361.3224306,61.14943689,2.44684314,2.2703611980000002,74.01266996,"6,034","5,438",596,9.9,354,2742.697761
Alabama,Henry,300.747889,71.03991286,3.4357143860000003,1.330245451,75.96750715,"6,778","6,270",508,7.5,640,3814.0643619999996
Alabama,Houston,300.26493460000006,66.90097814,3.396855123,1.27214856,76.80812063,"45,159","42,097","3,062",6.8,6277,6023.7032770000005
Alabama,Jackson,355.90239410000015,94.68713117,1.143129305,2.314780375,74.13013636,"23,454","21,752","1,702",7.3,2914,5666.835207
Alabama,Jefferson,313.00758239999993,59.23854552,4.309557153,2.065167807,75.34314624,"312,247","292,621","19,626",6.3,67718,10762.29906
Alabama,Lamar,326.2765838,89.16809083,1.561785086,1.485926895,74.83260966,"5,626","5,234",392,7.0,270,1904.224557
Alabama,Lauderdale,262.9965619,75.93796419,1.277485409,1.301717599,76.49725809999998,"43,489","40,362","3,127",7.2,4549,4913.0045039999995
Alabama,Lawrence,353.66365010000015,92.3607093,1.118154465,2.118126875,74.33276038,"14,026","12,873","1,153",8.2,1262,3917.672989
Alabama,Lee,291.34642579999996,74.44775862,3.0694919260000004,1.640483718,76.51751381,"71,372","67,385","3,987",5.6,8665,5638.926489
Alabama,Limestone,307.0612301999999,64.90666148,2.47156871,1.648044875,77.21481692,"39,591","37,177","2,414",6.1,3291,3641.896752
Alabama,Lowndes,399.5075417,55.88240775,5.5924437760000005,3.3551218289999998,72.57266331,"3,874","3,378",496,12.8,645,8151.143687999999
Alabama,Macon,383.2197738,45.36125861,5.591791882000001,2.859973684,72.81199402,"8,239","7,489",750,9.1,2023,10501.45349
Alabama,Madison,228.2371273,61.87242413,1.7936818890000001,2.186492336,78.06564997,"170,131","159,637","10,494",6.2,28900,8261.226262999999
Alabama,Marengo,371.2582246,62.26369171,2.060485039,2.0520393980000002,74.68026646,"7,626","7,018",608,8.0,1280,6529.612814
Alabama,Marion,370.64504039999997,87.77241154,1.279489329,1.5853994530000002,74.53914217,"12,293","11,322",971,7.9,1376,4558.555574
Alabama,Marshall,337.0628923,105.6263743,1.266986446,2.2502388769999997,74.53037821,"39,915","37,254","2,661",6.7,6101,6407.671141
Alabama,Mobile,328.48305419999997,65.83369836,6.073830944,1.288842448,75.12711493,"185,382","171,027","14,355",7.7,37611,9073.342308
Alabama,Monroe,329.7644948,64.71955345,2.419091833,1.523592284,74.9691854,"7,617","6,775",842,11.1,1384,6564.2193130000005
Alabama,Montgomery,276.232175,68.0358093,6.831834134,3.187399837,75.83401496,"105,042","97,838","7,204",6.9,20708,9162.02106
Alabama,Morgan,320.2937221,76.81815614,1.298534342,3.31598622,76.21298745,"56,053","52,357","3,696",6.6,6622,5555.369128
Alabama,Perry,399.7017396,67.18396369,2.548840756,2.104441092,72.30522158,"3,490","3,067",423,12.1,371,6175.099867
Alabama,Pickens,338.9577534,63.9353767,2.323645225,1.6003378940000001,74.5516309,"7,762","7,126",636,8.2,232,3436.0189570000002
Alabama,Pike,322.38458849999995,72.76967478,4.486333607,1.9514706590000002,74.90191111,"14,953","13,852","1,101",7.4,2816,8417.276939
Alabama,Randolph,354.0620865,73.29556163,1.8969039019999998,3.0867903819999998,74.65191482,"9,277","8,653",624,6.7,726,3199.7884440000003
Alabama,Russell,294.7599044,80.35472933,4.459578415,2.765012495,74.42946613,"24,774","23,156","1,618",6.5,5366,8837.868106999998
Alabama,Shelby,232.5695549,53.62736705,1.121178647,2.030103132,79.53418046,"107,247","102,440","4,807",4.5,4769,4471.216950999999
Alabama,Sumter,325.6144264,51.48727928,4.217354373,1.9677862130000001,74.82131302,"5,374","4,918",456,8.5,553,4224.92169
Alabama,Talladega,337.14696299999997,89.66725641,2.4174635980000003,2.326632349,74.28689529,"35,399","32,651","2,748",7.8,7296,9017.42677
Alabama,Tallapoosa,318.1210746000001,83.09174994,2.4353017809999997,3.21926886,75.01084601,"18,424","17,041","1,383",7.5,2553,6235.498132
